group_id	group_size	sp_in_grp	seed_ortholog_cnt	a_nosocomialis.faa	a_pittii.faa	a_pragensis.faa	ab_17978.faa	ab_19606.faa
1640	5	5	5	WP_022575039.1	WP_005802952.1	WP_067672361.1	WP_000479770.1	WP_000479765.1
1641	5	5	5	WP_022575042.1	WP_005802972.1	WP_067672329.1	WP_000194505.1	WP_000194506.1
1642	5	5	5	WP_022575043.1	WP_005802974.1	WP_067672326.1	WP_001245182.1	WP_001245173.1
1643	5	5	5	WP_022575044.1	WP_005802976.1	WP_067672323.1	WP_001136094.1	WP_001136089.1
1644	5	5	5	WP_022575046.1	WP_005802979.1	WP_067672309.1	WP_000197540.1	WP_000197530.1
1645	5	5	5	WP_022575047.1	WP_005802980.1	WP_067672306.1	WP_005135699.1	WP_000107267.1
1646	5	5	5	WP_022575050.1	WP_000854552.1	WP_227509846.1	WP_000854552.1	WP_000854552.1
1647	5	5	5	WP_022575051.1	WP_005802988.1	WP_067672287.1	WP_000098357.1	WP_000098370.1
1648	5	5	5	WP_022575054.1	WP_005802991.1	WP_067672284.1	WP_000105325.1	WP_000105337.1
1649	5	5	5	WP_022575055.1	WP_005802993.1	WP_081406739.1	WP_001016331.1	WP_001016201.1
1650	5	5	5	WP_022575057.1	WP_005802997.1	WP_067665484.1	WP_001285124.1	WP_001285124.1
1651	5	5	5	WP_022575058.1	WP_005802999.1	WP_067665481.1	WP_000117812.1	WP_000117816.1
1652	5	5	5	WP_022575059.1	WP_005803000.1	WP_067665474.1	WP_000371873.1	WP_000371868.1
1653	5	5	5	WP_022575068.1	WP_005803025.1	WP_067665466.1	WP_000927114.1	WP_000927115.1
1654	5	5	5	WP_022575070.1	WP_005803027.1	WP_067671437.1	WP_000074694.1	WP_000074693.1
1655	5	5	5	WP_022575071.1	WP_005803029.1	WP_067665463.1	WP_000070469.1	WP_000070458.1
1656	5	5	5	WP_022575072.1	WP_002117522.1	WP_067671636.1	WP_000856365.1	WP_000856365.1
1657	5	5	5	WP_022575074.1	WP_005803035.1	WP_067665514.1	WP_001185269.1	WP_001185269.1
1658	5	5	5	WP_022575076.1	WP_005803039.1	WP_067665438.1	WP_000766454.1	WP_000766457.1
1659	5	5	5	WP_022575080.1	WP_017481348.1	WP_067670328.1	WP_001021934.1	WP_001021934.1
1660	5	5	5	WP_022575099.1	WP_005803115.1	WP_067670106.1	WP_001039371.1	WP_001039359.1
1661	5	5	5	WP_022575100.1	WP_005803119.1	WP_067670113.1	WP_001059437.1	WP_001059437.1
1662	5	5	5	WP_022575103.1	WP_005803125.1	WP_067670117.1	WP_000698794.1	WP_000698801.1
1663	5	5	5	WP_022575106.1	WP_031944146.1	WP_067670177.1	WP_004748097.1	WP_005144332.1
1664	5	5	5	WP_022575107.1	WP_005803134.1	WP_067670134.1	WP_000336554.1	WP_000336554.1
1665	5	5	5	WP_022575108.1	WP_002121716.1	WP_067670136.1	WP_001135419.1	WP_001135419.1
1666	5	5	5	WP_022575109.1	WP_005803137.1	WP_067670138.1	WP_001102843.1	WP_001102833.1
1667	5	5	5	WP_022575110.1	WP_002121799.1	WP_067670140.1	WP_000868152.1	WP_000868152.1
1668	5	5	5	WP_022575111.1	WP_005803142.1	WP_067670148.1	WP_001181637.1	WP_001181637.1
1669	5	5	5	WP_022575112.1	WP_002121755.1	WP_067670156.1	WP_001218560.1	WP_001218560.1
1670	5	5	5	WP_022575113.1	WP_005803157.1	WP_067670161.1	WP_000127830.1	WP_000127835.1
1671	5	5	5	WP_022575124.1	WP_005804000.1	WP_067672879.1	WP_000102049.1	WP_000102049.1
1672	5	5	5	WP_022575125.1	WP_002121640.1	WP_067672870.1	WP_001226142.1	WP_001226142.1
1673	5	5	5	WP_022575126.1	WP_016802737.1	WP_227509852.1	WP_000163504.1	WP_000163508.1
1674	5	5	5	WP_022575127.1	WP_016802736.1	WP_067672852.1	WP_000194005.1	WP_000194000.1
1675	5	5	5	WP_022575129.1	WP_023187710.1	WP_067672843.1	WP_000202259.1	WP_000202262.1
1676	5	5	5	WP_022575135.1	WP_002121184.1	WP_067672791.1	WP_002037252.1	WP_002037252.1
1677	5	5	5	WP_022575136.1	WP_002121193.1	WP_067672788.1	WP_001151592.1	WP_001151592.1
1678	5	5	5	WP_022575137.1	WP_002121215.1	WP_067672785.1	WP_000673449.1	WP_000673448.1
1679	5	5	5	WP_022575138.1	WP_002121200.1	WP_067672776.1	WP_000128747.1	WP_000128749.1
1680	5	5	5	WP_022575139.1	WP_002121269.1	WP_067672773.1	WP_000939111.1	WP_000939110.1
1681	5	5	5	WP_022575140.1	WP_002121217.1	WP_067672770.1	WP_049594865.1	WP_000840559.1
1682	5	5	5	WP_022575141.1	WP_031946010.1	WP_067672767.1	WP_001160327.1	WP_001160331.1
1683	5	5	5	WP_022575142.1	WP_019768064.1	WP_067672752.1	WP_000011166.1	WP_000011163.1
1684	5	5	5	WP_022575144.1	WP_002121241.1	WP_067672737.1	WP_000908237.1	WP_000908241.1
1685	5	5	5	WP_022575145.1	WP_002121248.1	WP_067672731.1	WP_049594864.1	WP_000216736.1
1686	5	5	5	WP_022575146.1	WP_016802655.1	WP_067672725.1	WP_000143915.1	WP_000143915.1
1687	5	5	5	WP_022575147.1	WP_002121180.1	WP_067672723.1	WP_001072861.1	WP_001072861.1
1688	5	5	5	WP_022575148.1	WP_016802654.1	WP_227509851.1	WP_198482718.1	WP_000722618.1
1689	5	5	5	WP_022575153.1	WP_019768062.1	WP_067665994.1	WP_000897412.1	WP_000897410.1
1690	5	5	5	WP_022575154.1	WP_002121187.1	WP_067665990.1	WP_001230201.1	WP_001230200.1
1691	5	5	5	WP_022575155.1	WP_002121232.1	WP_067665961.1	WP_001196435.1	WP_001196431.1
1692	5	5	5	WP_022575156.1	WP_002121153.1	WP_067665958.1	WP_000219965.1	WP_000219966.1
1693	5	5	5	WP_022575159.1	WP_002115463.1	WP_067671888.1	WP_002009385.1	WP_001985167.1
1694	5	5	5	WP_022575160.1	WP_002115445.1	WP_067671893.1	WP_000123589.1	WP_000123590.1
1695	5	5	5	WP_022575166.1	WP_016802630.1	WP_067670974.1	WP_001252445.1	WP_001252442.1
1696	5	5	5	WP_022575167.1	WP_002115499.1	WP_067670979.1	WP_000550105.1	WP_000550103.1
1697	5	5	5	WP_022575168.1	WP_016802624.1	WP_067668898.1	WP_000051334.1	WP_000051341.1
1698	5	5	5	WP_022575169.1	WP_000447689.1	WP_067670991.1	WP_000447689.1	WP_000447698.1
1699	5	5	5	WP_022575175.1	WP_002115440.1	WP_067671235.1	WP_001188089.1	WP_001188089.1
1700	5	5	5	WP_022575176.1	WP_003656027.1	WP_067671233.1	WP_000251652.1	WP_000251652.1
1701	5	5	5	WP_022575177.1	WP_005063921.1	WP_067671231.1	WP_001240371.1	WP_001240375.1
1702	5	5	5	WP_022575178.1	WP_002115478.1	WP_067671227.1	WP_001237350.1	WP_001237350.1
1703	5	5	5	WP_022575179.1	WP_016802616.1	WP_067671224.1	WP_000550808.1	WP_000550807.1
1704	5	5	5	WP_022575180.1	WP_023187717.1	WP_067669847.1	WP_000987637.1	WP_000987632.1
1705	5	5	5	WP_022575181.1	WP_016802615.1	WP_067671218.1	WP_176326756.1	WP_000613973.1
1706	5	5	5	WP_022575185.1	WP_002117884.1	WP_067664975.1	WP_000079184.1	WP_000079181.1
1707	5	5	5	WP_022575186.1	WP_002117825.1	WP_067664966.1	WP_000456884.1	WP_000456884.1
1708	5	5	5	WP_022575187.1	WP_002117849.1	WP_067664963.1	WP_000357904.1	WP_000357904.1
1709	5	5	5	WP_022575188.1	WP_002117871.1	WP_067664949.1	WP_000167246.1	WP_000167246.1
1710	5	5	5	WP_022575189.1	WP_002117858.1	WP_067664946.1	WP_000284347.1	WP_000284347.1
1711	5	5	5	WP_022575190.1	WP_080564119.1	WP_067664943.1	WP_085943429.1	WP_000017237.1
1712	5	4	5	WP_022575193.1	WP_002114389.1,WP_002117864.1	*	WP_000175504.1	WP_000175514.1
1713	5	5	5	WP_022575208.1	WP_002115549.1	WP_067668547.1	WP_009518950.1	WP_000380750.1
1714	5	5	5	WP_022575211.1	WP_002115536.1	WP_067671885.1	WP_001290918.1	WP_001290944.1
1715	5	5	5	WP_022575212.1	WP_002115579.1	WP_067669117.1	WP_001278013.1	WP_001278006.1
1716	5	5	5	WP_022575214.1	WP_002115540.1	WP_067670094.1	WP_000063783.1	WP_000063772.1
1717	5	5	5	WP_022575215.1	WP_002115524.1	WP_067669113.1	WP_000868069.1	WP_000868048.1
1718	5	5	5	WP_022575216.1	WP_002115559.1	WP_067669107.1	WP_001247645.1	WP_001247651.1
1719	5	5	5	WP_022575217.1	WP_002118551.1	WP_081406742.1	WP_000732913.1	WP_000732896.1
1720	5	5	5	WP_022575220.1	WP_005803886.1	WP_067672708.1	WP_001135457.1	WP_001135453.1
1721	5	5	5	WP_022575239.1	WP_002118412.1	WP_067672612.1	WP_000706087.1	WP_000706084.1
1722	5	5	5	WP_022575240.1	WP_002118760.1	WP_106386957.1	WP_000059542.1	WP_000059546.1
1723	5	5	5	WP_022575246.1	WP_002118903.1	WP_067668685.1	WP_000646179.1	WP_000646179.1
1724	5	5	5	WP_022575249.1	WP_002118662.1	WP_067668689.1	WP_000116449.1	WP_000116449.1
1725	5	5	5	WP_022575254.1	WP_002118647.1	WP_067668696.1	WP_001070866.1	WP_001070868.1
1726	5	5	5	WP_022575255.1	WP_005073068.1	WP_227509805.1	WP_001142049.1	WP_001142049.1
1727	5	5	5	WP_022575256.1	WP_002118825.1	WP_067668702.1	WP_001203181.1	WP_001203181.1
1728	5	5	5	WP_022575257.1	WP_002118998.1	WP_067668704.1	WP_000795877.1	WP_000795874.1
1729	5	5	5	WP_022575258.1	WP_002118905.1	WP_067668714.1	WP_000472702.1	WP_000472725.1
1730	5	5	5	WP_022575260.1	WP_002118584.1	WP_067668719.1	WP_000114071.1	WP_000114071.1
1731	5	5	5	WP_022575261.1	WP_002118838.1	WP_067668729.1	WP_000920027.1	WP_000920020.1
1732	5	5	5	WP_022575263.1	WP_002118619.1	WP_067668733.1	WP_000225919.1	WP_000225917.1
1733	5	5	5	WP_022575265.1	WP_002118490.1	WP_067668749.1	WP_001007562.1	WP_001007562.1
1734	5	5	5	WP_022575267.1	WP_005803843.1	WP_067668761.1	WP_000471073.1	WP_000471083.1
1735	5	5	5	WP_022575272.1	WP_002118542.1	WP_067668769.1	WP_000175545.1	WP_000175547.1
1736	5	5	5	WP_022575275.1	WP_002118891.1	WP_067668777.1	WP_049594812.1	WP_001157851.1
1737	5	5	5	WP_022575277.1	WP_002118740.1	WP_067668809.1	WP_000470765.1	WP_000470763.1
1738	5	5	5	WP_022575278.1	WP_000842533.1	WP_067668811.1	WP_000842540.1	WP_000842540.1
1739	5	5	5	WP_022575279.1	WP_016802641.1	WP_067668813.1	WP_000367540.1	WP_000367531.1
1740	5	5	5	WP_022575280.1	WP_002118612.1	WP_067668816.1	WP_000094835.1	WP_000094834.1
1741	5	5	5	WP_022575281.1	WP_005803836.1	WP_193786451.1	WP_000985104.1	WP_000985102.1
1742	5	5	5	WP_022575282.1	WP_002118629.1	WP_067668829.1	WP_000729414.1	WP_000729411.1
1743	5	5	5	WP_022575284.1	WP_002118680.1	WP_067667540.1	WP_000855164.1	WP_000855168.1
1744	5	5	5	WP_022575285.1	WP_002119022.1	WP_067667542.1	WP_000795395.1	WP_000795395.1
1745	5	5	5	WP_022575287.1	WP_002118677.1	WP_067668873.1	WP_005134897.1	WP_000448854.1
1746	5	5	5	WP_022575289.1	WP_002118789.1	WP_067668896.1	WP_000573844.1	WP_000573844.1
1747	5	5	5	WP_022575290.1	WP_002118401.1	WP_067671647.1	WP_000271369.1	WP_000271360.1
1748	5	5	5	WP_022575291.1	WP_005073199.1	WP_067671633.1	WP_000275423.1	WP_000275421.1
1749	5	5	5	WP_022575292.1	WP_002119016.1	WP_067671630.1	WP_000055180.1	WP_000055181.1
1750	5	5	5	WP_022575294.1	WP_002118829.1	WP_067670574.1	WP_000598628.1	WP_000718059.1
1751	5	5	5	WP_022575297.1	WP_002118715.1	WP_067671051.1	WP_000063719.1	WP_000063717.1
1752	5	5	5	WP_022575298.1	WP_002118447.1	WP_067670727.1	WP_000193160.1	WP_000193143.1
1753	5	5	5	WP_022575299.1	WP_005073224.1	WP_067670731.1	WP_000903512.1	WP_000903518.1
1754	5	5	5	WP_022575300.1	WP_002118624.1	WP_067671407.1	WP_000896679.1	WP_000896681.1
1755	5	5	5	WP_022575304.1	WP_002118863.1	WP_067671718.1	WP_000480983.1	WP_000480983.1
1756	5	5	5	WP_022575305.1	WP_002118867.1	WP_067671706.1	WP_000230496.1	WP_000230514.1
1757	5	5	5	WP_022575307.1	WP_002118528.1	WP_067671697.1	WP_001214807.1	WP_001214807.1
1758	5	5	5	WP_022575308.1	WP_002118521.1	WP_067671685.1	WP_000500061.1	WP_000499853.1
1759	5	5	5	WP_022575309.1	WP_002118925.1	WP_067671682.1	WP_001279315.1	WP_001279315.1
1760	5	5	5	WP_022575310.1	WP_005073250.1	WP_106386950.1	WP_000413578.1	WP_000413579.1
1761	5	5	5	WP_022575311.1	WP_002118823.1	WP_171254492.1	WP_001147894.1	WP_001147894.1
1762	5	5	5	WP_022575314.1	WP_002118849.1	WP_067668904.1	WP_000227387.1	WP_000227391.1
1763	5	5	5	WP_022575319.1	WP_002118728.1	WP_067668927.1	WP_000570327.1	WP_000570321.1
1764	5	5	5	WP_022575320.1	WP_002118620.1	WP_067668953.1	WP_000192286.1	WP_000192286.1
1765	5	5	5	WP_022575321.1	WP_002118376.1	WP_067668955.1	WP_000428311.1	WP_000428307.1
1766	5	5	5	WP_022575324.1	WP_005803786.1	WP_067668966.1	WP_000380470.1	WP_000380473.1
1767	5	3	5	WP_022575326.1	WP_005803089.1,WP_005803288.1	*	*	WP_000772280.1,WP_025079738.1
1768	5	5	5	WP_022575341.1	WP_002118952.1	WP_067667484.1	WP_000498089.1	WP_000498093.1
1769	5	5	5	WP_022575342.1	WP_019767535.1	WP_067667492.1	WP_000055522.1	WP_000055526.1
1770	5	5	5	WP_022575346.1	WP_002118549.1	WP_067667501.1	WP_000608308.1	WP_000608307.1
1771	5	5	5	WP_022575352.1	WP_005068176.1	WP_067667699.1	WP_000464148.1	WP_000464149.1
1772	5	5	5	WP_022575353.1	WP_000208083.1	WP_067669133.1	WP_000208082.1	WP_000208082.1
1773	5	5	5	WP_022575354.1	WP_001284932.1	WP_067668837.1	WP_001284922.1	WP_001284931.1
1774	5	5	5	WP_022575355.1	WP_002118155.1	WP_067672624.1	WP_000016038.1	WP_000016024.1
1775	5	5	5	WP_022575356.1	WP_002118152.1	WP_067672627.1	WP_001078589.1	WP_001078584.1
1776	5	5	5	WP_022575357.1	WP_002118255.1	WP_067672639.1	WP_001196988.1	WP_001196985.1
1777	5	5	5	WP_022575360.1	WP_002118212.1	WP_067668265.1	WP_000097620.1	WP_000097612.1
1778	5	5	5	WP_022575361.1	WP_002118115.1	WP_067667558.1	WP_002156296.1	WP_001984740.1
1779	5	5	5	WP_022575365.1	WP_002118229.1	WP_067667562.1	WP_001115740.1	WP_001115740.1
1780	5	5	5	WP_022575366.1	WP_002118169.1	WP_067667564.1	WP_000110164.1	WP_000110165.1
1781	5	5	5	WP_022575367.1	WP_002118101.1	WP_067667569.1	WP_000128669.1	WP_000128669.1
1782	5	5	5	WP_022575368.1	WP_002118250.1	WP_067667514.1	WP_000782590.1	WP_000782594.1
1783	5	5	5	WP_022575374.1	WP_002118193.1	WP_067671934.1	WP_001196306.1	WP_001196303.1
1784	5	5	5	WP_022575379.1	WP_023187809.1	WP_171254474.1	WP_001052949.1	WP_001052941.1
1785	5	5	5	WP_022575380.1	WP_002118159.1	WP_067670644.1	WP_001020917.1	WP_001020904.1
1786	5	5	5	WP_022575381.1	WP_002118236.1	WP_081406827.1	WP_000781557.1	WP_000783088.1
1787	5	5	5	WP_022575382.1	WP_002118224.1	WP_067670651.1	WP_001125745.1	WP_001125745.1
1788	5	5	5	WP_022575383.1	WP_002118240.1	WP_067670666.1	WP_000881864.1	WP_000881868.1
1789	5	5	5	WP_022575385.1	WP_016802602.1	WP_067670672.1	WP_000082052.1	WP_000082052.1
1790	5	5	5	WP_022575389.1	WP_002115321.1	WP_067670680.1	WP_000880407.1	WP_000880413.1
1791	5	5	5	WP_022575391.1	WP_001154366.1	WP_067670826.1	WP_001154366.1	WP_001154366.1
1792	5	5	5	WP_022575392.1	WP_002115323.1	WP_067670828.1	WP_001167820.1	WP_001167820.1
1793	5	5	5	WP_022575393.1	WP_002115269.1	WP_067670849.1	WP_005134980.1	WP_001983606.1
1794	5	5	5	WP_022575394.1	WP_002115306.1	WP_067670861.1	WP_000580188.1	WP_000580182.1
1795	5	5	5	WP_022575395.1	WP_002115253.1	WP_067670863.1	WP_000758320.1	WP_000758315.1
1796	5	5	5	WP_022575397.1	WP_002115326.1	WP_067670869.1	WP_000636264.1	WP_000636263.1
1797	5	5	5	WP_022575399.1	WP_005803618.1	WP_067670873.1	WP_000912065.1	WP_000912074.1
1798	5	4	5	WP_022575444.1,WP_022576031.1	WP_002116614.1	*	WP_000792931.1	WP_000792951.1
1799	5	5	5	WP_022575462.1	WP_002114502.1	WP_067671075.1	WP_000042000.1	WP_000042009.1
1800	5	5	5	WP_022575473.1	WP_002119701.1	WP_067665088.1	WP_000957796.1	WP_000957809.1
1801	5	5	5	WP_022575478.1	WP_002119707.1	WP_067671526.1	WP_001205190.1	WP_001205190.1
1802	5	5	5	WP_022575479.1	WP_019767590.1	WP_067671492.1	WP_000559185.1	WP_000559183.1
1803	5	5	5	WP_022575480.1	WP_005803585.1	WP_067668063.1	WP_001295018.1	WP_001295018.1
1804	5	5	5	WP_022575482.1	WP_002119694.1	WP_067668072.1	WP_001248167.1	WP_001248162.1
1805	5	5	5	WP_022575491.1	WP_019767595.1	WP_067671989.1	WP_001017486.1	WP_001017490.1
1806	5	5	5	WP_022575495.1	WP_002119591.1	WP_067672005.1	WP_000701535.1	WP_000701528.1
1807	5	5	5	WP_022575499.1	WP_002119624.1	WP_067672014.1	WP_000137900.1	WP_000137896.1
1808	5	5	5	WP_022575500.1	WP_019767600.1	WP_067672017.1	WP_005135027.1	WP_000739367.1
1809	5	5	5	WP_022575501.1	WP_000338783.1	WP_067672020.1	WP_000338783.1	WP_000338776.1
1810	5	5	5	WP_022575502.1	WP_000993399.1	WP_067672024.1	WP_000993403.1	WP_000993399.1
1811	5	5	5	WP_022575510.1	WP_002119628.1	WP_067672037.1	WP_001139444.1	WP_001139434.1
1812	5	5	5	WP_022575513.1	WP_002119597.1	WP_081406736.1	WP_104159501.1	WP_002134657.1
1813	5	5	5	WP_022575514.1	WP_005073642.1	WP_067670270.1	WP_001221040.1	WP_001221039.1
1814	5	5	5	WP_022575516.1	WP_019767610.1	WP_067670972.1	WP_000351255.1	WP_000351255.1
1815	5	5	5	WP_022575517.1	WP_005803556.1	WP_067667846.1	WP_000097960.1	WP_000097955.1
1816	5	5	5	WP_022575518.1	WP_023187830.1	WP_067667852.1	WP_000129003.1	WP_000129002.1
1817	5	5	5	WP_022575519.1	WP_019767611.1	WP_067667855.1	WP_000070779.1	WP_000070779.1
1818	5	5	5	WP_022575520.1	WP_002122237.1	WP_067665741.1	WP_005135040.1	WP_005143900.1
1819	5	5	5	WP_022575522.1	WP_019767613.1	WP_067665753.1	WP_000221675.1	WP_000221671.1
1820	5	5	5	WP_022575523.1	WP_005073681.1	WP_067665259.1	WP_000122153.1	WP_000122153.1
1821	5	5	5	WP_022575526.1	WP_002119340.1	WP_067665837.1	WP_000874704.1	WP_000874704.1
1822	5	5	5	WP_022575527.1	WP_019767620.1	WP_067670337.1	WP_000808295.1	WP_000808297.1
1823	5	5	5	WP_022575528.1	WP_019767621.1	WP_067665496.1	WP_001120986.1	WP_001120984.1
1824	5	5	5	WP_022575530.1	WP_019767622.1	WP_067667981.1	WP_000204871.1	WP_000204869.1
1825	5	5	5	WP_022575531.1	WP_019767623.1	WP_067667984.1	WP_001207852.1	WP_001207851.1
1826	5	5	5	WP_022575532.1	WP_019767624.1	WP_067667990.1	WP_001017228.1	WP_001017225.1
1827	5	5	5	WP_022575550.1	WP_019767645.1	WP_067667163.1	WP_000193584.1	WP_000194049.1
1828	5	5	5	WP_022575552.1	WP_005073782.1	WP_067667995.1	WP_000221476.1	WP_000221476.1
1829	5	5	5	WP_022575554.1	WP_019767646.1	WP_067668004.1	WP_001169535.1	WP_001169535.1
1830	5	5	5	WP_022575555.1	WP_019767648.1	WP_067668013.1	WP_001024733.1	WP_001102208.1
1831	5	5	5	WP_022575556.1	WP_019767649.1	WP_067668022.1	WP_000047940.1	WP_000047938.1
1832	5	5	5	WP_022575557.1	WP_019767650.1	WP_067668025.1	WP_000132118.1	WP_000132122.1
1833	5	5	5	WP_022575558.1	WP_019767652.1	WP_067668030.1	WP_000588778.1	WP_000588770.1
1834	5	5	5	WP_022575563.1	WP_023187836.1	WP_067668036.1	WP_005135060.1	WP_031949783.1
1835	5	5	5	WP_022575565.1	WP_019767658.1	WP_067668045.1	WP_000017873.1	WP_000017875.1
1836	5	5	5	WP_022575569.1	WP_005073835.1	WP_067668051.1	WP_001166918.1	WP_002134661.1
1837	5	5	5	WP_022575572.1	WP_002115187.1	WP_067668057.1	WP_000157981.1	WP_000157981.1
1838	5	5	5	WP_022575581.1	WP_019767670.1	WP_067668269.1	WP_000039915.1	WP_000039916.1
1839	5	5	5	WP_022575582.1	WP_002115726.1	WP_067668267.1	WP_001125253.1	WP_001125253.1
1840	5	5	5	WP_022575584.1	WP_002115616.1	WP_067668263.1	WP_000780168.1	WP_000780171.1
1841	5	5	5	WP_022575585.1	WP_019767672.1	WP_067668253.1	WP_001084794.1	WP_001084808.1
1842	5	5	5	WP_022575586.1	WP_002115739.1	WP_067668251.1	WP_001032658.1	WP_001032654.1
1843	5	5	5	WP_022575593.1	WP_023187855.1	WP_067668241.1	WP_000012049.1	WP_000012059.1
1844	5	5	5	WP_022575594.1	WP_002115647.1	WP_067667179.1	WP_001168995.1	WP_001168995.1
1845	5	5	5	WP_022575595.1	WP_002115665.1	WP_067666489.1	WP_000194629.1	WP_000194631.1
1846	5	5	5	WP_022575596.1	WP_002115699.1	WP_067666491.1	WP_000859774.1	WP_000859770.1
1847	5	5	5	WP_022575598.1	WP_002115609.1	WP_067666497.1	WP_001194768.1	WP_001194770.1
1848	5	5	5	WP_022575600.1	WP_002115670.1	WP_067667208.1	WP_000949167.1	WP_000949168.1
1849	5	5	5	WP_022575602.1	WP_019767676.1	WP_067666453.1	WP_001139838.1	WP_001139838.1
1850	5	5	5	WP_022575603.1	WP_005803466.1	WP_067667825.1	WP_000543879.1	WP_000543877.1
1851	5	5	5	WP_022575604.1	WP_005068904.1	WP_067665765.1	WP_000171048.1	WP_000171054.1
1852	5	5	5	WP_022575605.1	WP_002115634.1	WP_067665679.1	WP_000868103.1	WP_000868103.1
1853	5	5	5	WP_022575606.1	WP_002115714.1	WP_067665685.1	WP_001178074.1	WP_001178075.1
1854	5	5	5	WP_022575607.1	WP_019767680.1	WP_067665697.1	WP_001045484.1	WP_001045476.1
1855	5	5	5	WP_022575614.1	WP_002120970.1	WP_067669984.1	WP_000957165.1	WP_000957164.1
1856	5	5	5	WP_022575617.1	WP_019767686.1	WP_081406822.1	WP_000203149.1	WP_000203152.1
1857	5	5	5	WP_022575621.1	WP_025464285.1	WP_067672069.1	WP_000361720.1	WP_000361720.1
1858	5	5	5	WP_022575622.1	WP_019767691.1	WP_067672072.1	WP_049594887.1	WP_000365974.1
1859	5	5	5	WP_022575625.1	WP_019767698.1	WP_067672202.1	WP_001187342.1	WP_001187342.1
1860	5	5	5	WP_022575626.1	WP_002120898.1	WP_067672210.1	WP_000175347.1	WP_000175347.1
1861	5	5	5	WP_022575628.1	WP_002120959.1	WP_067672136.1	WP_000575166.1	WP_000575167.1
1862	5	5	5	WP_022575631.1	WP_002120972.1	WP_067667780.1	WP_000215280.1	WP_000215277.1
1863	5	5	5	WP_022575633.1	WP_005073979.1	WP_067667813.1	WP_000952702.1	WP_000952702.1
1864	5	5	5	WP_022575634.1	WP_005069026.1	WP_067667816.1	WP_000904308.1	WP_001983733.1
1865	5	5	5	WP_022575635.1	WP_019767705.1	WP_067667161.1	WP_000993014.1	WP_000993018.1
1866	5	5	5	WP_022575636.1	WP_002120883.1	WP_067672088.1	WP_001147226.1	WP_001147226.1
1867	5	5	5	WP_022575637.1	WP_023187862.1	WP_067672094.1	WP_000061158.1	WP_000061175.1
1868	5	5	5	WP_022575638.1	WP_019767707.1	WP_067672097.1	WP_000171423.1	WP_000171434.1
1869	5	5	5	WP_022575639.1	WP_019767708.1	WP_067667185.1	WP_000266299.1	WP_000266303.1
1870	5	5	5	WP_022575640.1	WP_019767709.1	WP_067672100.1	WP_000513052.1	WP_000513044.1
1871	5	5	5	WP_022575642.1	WP_002121060.1	WP_067672115.1	WP_000148658.1	WP_000148660.1
1872	5	5	5	WP_022575643.1	WP_002121037.1	WP_067666654.1	WP_000366082.1	WP_000366082.1
1873	5	5	5	WP_022575645.1	WP_019767711.1	WP_067672127.1	WP_001216207.1	WP_001216218.1
1874	5	5	5	WP_022575646.1	WP_002116200.1	WP_148660148.1	WP_049594874.1	WP_000459898.1
1875	5	5	5	WP_022575648.1	WP_002116064.1	WP_067669693.1	WP_000543480.1	WP_000543478.1
1876	5	5	5	WP_022575649.1	WP_002116361.1	WP_067669707.1	WP_001043506.1	WP_001043504.1
1877	5	5	5	WP_022575650.1	WP_002116235.1	WP_067669724.1	WP_000006962.1	WP_000006958.1
1878	5	5	5	WP_022575651.1	WP_002116237.1	WP_067669820.1	WP_001270222.1	WP_001270222.1
1879	5	5	5	WP_022575652.1	WP_002116306.1	WP_067669823.1	WP_000667229.1	WP_000667231.1
1880	5	5	5	WP_022575653.1	WP_002116127.1	WP_067669827.1	WP_000147154.1	WP_000147165.1
1881	5	5	5	WP_022575654.1	WP_002116316.1	WP_067669829.1	WP_001121092.1	WP_001121112.1
1882	5	5	5	WP_022575655.1	WP_002116179.1	WP_067669831.1	WP_001177138.1	WP_001177135.1
1883	5	5	5	WP_022575659.1	WP_002116106.1	WP_067671413.1	WP_000990827.1	WP_000990840.1
1884	5	5	5	WP_022575660.1	WP_002116427.1	WP_067671419.1	WP_000548408.1	WP_000548420.1
1885	5	5	5	WP_022575668.1	WP_019767465.1	WP_067670586.1	WP_001116934.1	WP_001116946.1
1886	5	5	5	WP_022575669.1	WP_005072682.1	WP_067670588.1	WP_000899877.1	WP_000899887.1
1887	5	5	5	WP_022575670.1	WP_002116040.1	WP_067670590.1	WP_001218069.1	WP_001218079.1
1888	5	5	5	WP_022575672.1	WP_016802536.1	WP_206598958.1	WP_001160202.1	WP_001160211.1
1889	5	5	5	WP_022575673.1	WP_002116208.1	WP_067672563.1	WP_000199593.1	WP_000199593.1
1890	5	5	5	WP_022575676.1	WP_002116134.1	WP_067672539.1	WP_000364279.1	WP_000364273.1
1891	5	5	5	WP_022575678.1	WP_002116034.1	WP_067672525.1	WP_000813097.1	WP_000813098.1
1892	5	5	5	WP_022575680.1	WP_005072726.1	WP_067672519.1	WP_000689264.1	WP_000668086.1
1893	5	5	5	WP_022575681.1	WP_176563845.1	WP_067672516.1	WP_176326759.1	WP_176579867.1
1894	5	5	5	WP_022575682.1	WP_002116558.1	WP_067672513.1	WP_000175334.1	WP_000175334.1
1895	5	5	5	WP_022575683.1	WP_002116216.1	WP_067664989.1	WP_000110473.1	WP_000110463.1
1896	5	5	5	WP_022575685.1	WP_002116019.1	WP_067665010.1	WP_049594801.1	WP_001274315.1
